,SPILL_ID,START_DATE,LAT,LON,COUNTY,SPILL_CAUSE,SPILL CAUSE EXPLAIN,SSO Storm Associated,4-Day Rain,SPILL TYPE,SPILL VOL,SPILL VOL REACH LAND,SPILL VOL RECOVER,SPILL VOL REACH SURF,DIAMETER OF SEWER,MATERIAL SEWER_PIPE,AGE,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure
1480,854496,2018-12-17 08:40:00,37.9411,-121.29011000000001,San Joaquin,Root Intrusion,The lateral has breaks and roots holding debris causing a blockage which resulted in the spill condition.,No,19.9974,Category 3,25,25,25,0,4,VCP, ,0.31892994,0.241110295,0.24617525899999998,0.000527382,0.943901598,283.21887210000006,101301.5625
11,854499,2018-12-03 12:30:00,40.77438,-124.18992,Humboldt,Debris-General,Main,No,88.3294,Category 3,25,25,0,0,8,VCP:,60,0.348567963,0.366533935,0.34741988799999995,1.16e-19,0.982343733,276.3639221,100275.8828
1051,854501,2018-12-01 11:52:00,37.69064,-121.77921,Alameda,Pipe Structural Problem/Failure,Major offset within pipe creating belly and blockage,Yes,,Category 3,399,399,3,0, , , ,0.187195539,0.22537802199999998,0.21729597399999998,4.69e-06,0.9404556159999999,278.4094238,98793.10156
1436,854506,2018-12-18 15:40:00,38.03026,-121.31706000000001,San Joaquin,Root Intrusion,The lateral has root intrusion causing a blockage which resulted in the spill condition.,No,19.752,Category 3,25,25,25,0,4,ABS/VCP, ,0.324456096,0.328501731,0.329028547,0.0,0.9437022209999999,281.837616,102454.1797
823,854524,2018-12-18 08:15:00,38.05064,-122.14872,Solano,Root Intrusion,Root mass dislodged from upstream main segment blocking the outfall of manhole #12224.,No,20.7852,Category 1,344,234,234,110,8,clay, ,0.224141493,0.21791479,0.225685865,9.51e-12,0.9532114859999999,280.60131839999997,101362.2422
811,854541,2018-12-18 14:55:00,37.79397,-122.15486999999999,Alameda,Root Intrusion,"Twenty one thousand ninety gallons overflowed from a eight inch Vitrified clay pipe on an easement. The sewage went the hillside into, Redwood Creek. Tree roots obstructed the pipe.",No,18.0466,Category 1,21090,0,0,21090, , , ,0.24131476899999998,0.22403796,0.231816038,2.96e-07,0.954196155,280.7387695,101174.5547
1490,854556,2018-12-19 12:45:00,38.03494,-121.2834,San Joaquin,Root Intrusion,There were roots in the lateral causing a spill condition.,No,20.693,Category 3,5,5,5,0,4,VCP, ,0.319035619,0.327253997,0.329443693,8.68e-08,0.944218934,280.65258789999996,102284.6406
734,854562,2018-11-29 12:25:00,37.449239,-122.220914,San Mateo,Other (specify below),"Grease, roots, toilet paper",Yes,,Category 3,147,147,0,0, , , ,0.241654962,0.241559297,0.230771452,4.84e-05,0.9549518229999999,285.7121582,98557.94531
1037,854602,2018-12-03 10:35:00,37.69453,-121.79366999999999,Alameda,Root Intrusion, ,No,11.1637,Category 3,7,7,7,0, , , ,0.192463711,0.23176318399999998,0.22418454300000001,1.03e-15,0.9418224690000001,275.23272710000003,99128.95313
1137,854657,2018-12-16 16:00:00,38.562259999999995,-121.46811000000001,Sacramento,Root Intrusion, ,Yes,2.9541,Category 2,4291,4291,4291,0,8,Clay,106,0.250720352,0.287043333,0.28484055399999997,8.13e-10,0.937432885,281.17803960000003,101549.1172
1347,854664,2018-12-20 09:00:00,38.638003000000005,-121.36036100000001,Sacramento,Root Intrusion, ,No,22.9191,Category 1,173,2,1,171, , , ,0.189196408,0.192160532,0.204840004,6.83e-09,0.9440032840000001,279.4788208,101314.625
1695,854689,2018-12-21 01:15:00,38.35005,-120.76959,Amador,Root Intrusion, ,No,10.5732,Category 3,13,13,0,0,4,clay, ,0.229030237,0.22738266,0.238766819,5.2200000000000005e-11,0.965019703,282.5266418,96165.16406
674,854731,2018-12-22 14:00:00,37.82682,-122.26531999999999,Alameda,Grease Deposition (FOG),Fifteen gallons overflowed from an eight inch vitrified clay pipe on to the ground. Twelve gallons was captured and returned to the collection system. Three gallons soaked into the ground. Heavy amounts of grease obstructed pipe.,Yes,2.353,Category 3,15,15,12,0, , , ,0.257384717,0.232679605,0.24408987199999999,1.31e-09,0.956767797,276.97970580000003,100786.5391
1610,854735,2018-12-26 11:00:00,38.704564000000005,-121.18040800000001,Sacramento,Root Intrusion,"Mission Manhole alarm called for a High water alarm (B01-7750) at 10:29 a.m.?City staff arrived onsite at 10:44 a.m. Upon arrival, City staff noticed that the manhole upstream of the Mission Monitor site was surcharged. At 11:00 a.m., the resident of 8510 Mosswood Circle infromed City staff that the City's lower lateral sewer cleanout was overflowing. It was determined that a manhole located in the backyard of 7635 Baldwin Dam Road had roots growing in the manhole which was the cause of the spill.  City crew flushed the mainline from the manhole located at 7535 Baldwin Dam Rd to clear the mainline.? City crews observed that the flow rate coming out of the cleanout was approximately 10 gallons per minute for a duration of 45 minutes for a total of 450 gals. Of the 450 gallons of sewer, 350 gallons were estimated to have entered Hinkle creek, 100 gals were captured from the drive way at the residents clean out.? The residents drive way was cleaned up and new crushed rock was installed.? The mainline was CCTV and no problems were found within the main line. Roots in the manhole were removed and down stream manholes were inspected to confirm there were no additional problems.",No,16.1145,Category 1,450,100,100,350,8, , ,0.243101895,0.23922069399999998,0.250771195,1.25e-11,0.9539643529999999,277.2081604,99094.07031
217,854759,2018-12-25 16:00:00,37.98509946,-122.5280592,Marin,Root Intrusion, ,No,11.4081,Category 1,500,0,0,500, , , ,0.288043827,0.277045935,0.2744537,1.78e-10,0.962240696,280.6297913,100602.6641
74,854761,2018-12-20 12:00:00,38.610461,-122.856624,Sonoma,Pump Station Failure-Power, ,No,39.1434,Category 3,864,0,864,0, , , ,0.30658361300000003,0.316501766,0.30570045100000004,8.26e-08,0.9640268679999999,281.4487915,98265.82031
60,854815,2018-12-28 08:30:00,39.15903,-123.2089,Mendocino,Debris-Rags, ,No,19.438,Category 3,880,0,880,0,6,Clay,60,0.298182726,0.317477912,0.30035093399999996,0.0,0.9730684759999999,274.51782230000003,96066.09375
1557,854822,2018-11-22 12:00:00,38.66115278,-121.2364,Sacramento,Root intrusion, ,No,19.4391,Category 3,49,49,41,0, , , ,0.204871967,0.20365095100000002,0.19597058,2.7600000000000003e-05,0.9245337840000001,282.6770325,100516.2188
1515,854827,2018-11-30 21:00:00,38.69181667,-121.2659278,Sacramento,Root intrusion, ,No,32.9107,Category 3,1,1,1,0, , , ,0.189661831,0.165613845,0.17080500699999998,2.6899999999999996e-11,0.934376597,287.5038452,100084.5703
1460,854849,2018-11-24 11:00:00,38.70403056,-121.3053389,Sacramento,Root intrusion, ,No,34.7573,Category 3,3,3,2,0, , , ,0.19227907100000002,0.158096761,0.150985003,2.59e-05,0.923953354,284.8973999,100487.5547
1289,854860,2018-11-22 13:00:00,38.70173889,-121.37441940000001,Sacramento,Root intrusion, ,No,16.7304,Category 3,12,12,9,0, , , ,0.187110737,0.18692731899999998,0.178880736,2.8699999999999996e-05,0.918430269,282.224884,101084.2188
1175,854861,2018-11-30 08:00:00,38.439675,-121.4290639,Sacramento,Debris-General, ,No,26.6748,Category 3,20,20,20,0, , , ,0.252510339,0.238100454,0.222278237,1.85e-08,0.920002937,280.2931824,100486.2891
1368,854882,2018-11-23 12:00:00,38.63027222,-121.35148059999999,Sacramento,Root intrusion, ,No,26.9927,Category 3,19,3,18,0, , , ,0.20481818899999998,0.159105405,0.15595415199999998,0.000109404,0.9200900790000001,283.6033325,101271.3125
1428,854907,2018-12-20 12:55:00,38.0326,-121.32058,San Joaquin,Root Intrusion,Root intrusion at a repair coupler located at 22 feet in the lateral,No,19.7476,Category 3,17,17,17,0,4,ABS/VCP, ,0.31207677699999997,0.326023251,0.32913795100000004,9.53e-06,0.9447397590000001,279.9605103,101969.8203
616,854910,2018-12-20 20:00:00,38.30851,-122.2937,Napa,Root Intrusion, ,Yes,,Category 3,20,20,5,0,4,ACP,60,0.284762323,0.294304192,0.293153733,5.63e-09,0.955245972,283.73431400000004,100485.7031
331,854976,2018-12-20 16:40:00,37.88475,-122.46501,Marin,Root Intrusion, ,No,19.6478,Category 3,60,60,15,0,6,clay,40,0.266276658,0.258705825,0.26988229199999997,7.55e-07,0.960368872,281.23349,101257.8438
136,854982,2018-12-27 12:00:00,37.98166,-122.58138000000001,Marin,Debris-Rags, ,No,13.3492,Category 3,815,815,25,0,4,Cast Iron, ,0.257363379,0.27171513399999997,0.27355077899999997,0.0,0.9625459909999999,278.41467289999997,101086.4453
881,854985,2018-12-17 12:20:00,37.89066,-122.10253999999999,Contra Costa,Debris-Rags, ,No,16.8618,Category 3,2,2,0,0,6,HDPE,15,0.331330866,0.348453403,0.33557242200000004,0.000108421,0.951233983,281.9436035,100702.4531
764,854986,2018-12-20 11:10:00,37.89665,-122.20258999999999,Contra Costa,Other (specify below),Rags and grease.   Our cleaning crew arrived to do a scheduled cleaning of the mainline. Upon arrival they found the line to be overflowing. This is the reason we don't have an estimated start time.,No,22.2558,Category 3,838,838,796,0,8,VCP,61,0.21873742300000001,0.25020498,0.238592446,2.63e-08,0.95401305,280.1033325,100946.625
1041,855014,2018-12-28 12:00:00,37.96745,-121.7891,Contra Costa,Root Intrusion, ,No,12.3867,Category 3,6,6,6,0,4,VCP, ,0.264314413,0.314567387,0.308449894,4.85e-16,0.953545392,276.9413452,101310.7969
216,855064,2019-01-06 12:30:00,37.98447845,-122.52822350000001,Marin,Other (specify below),Roots Intrusion and Pipe structural problem,Yes,,Category 1,23,0,0,23,6,VCP, ,0.289483428,0.270561785,0.271667182,0.000147521,0.963149548,281.1681519,100225.3438
701,855084,2019-01-06 16:00:00,37.8094,-122.25001999999999,Alameda,Grease Deposition (FOG), ,Yes,,Category 1,900,0,0,900,8,VCP, ,0.274964005,0.23700887,0.24861566699999998,0.000185251,0.9599705340000001,281.59094239999996,100179.6016
594,855088,2019-01-06 00:00:00,38.005140000000004,-122.30391000000002,Contra Costa,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,6000,0,0,6000, , , ,0.324904531,0.314344615,0.321408272,3.8e-05,0.960728765,283.4985657,99729.5625
774,855101,2019-01-06 21:00:00,37.77647,-122.19548999999999,Alameda,Grease Deposition (FOG),Six hundred seventy five gallons overflowed from an eight inch clay pipe. Three hundred gallons was lost down the storm inlet at this location. Three hundred gallons was captured and returned back to the collection system. Large amounts of grease obstructed the main causing an overflow.,Yes,,Category 1,675,375,0,300, , , ,0.421160847,0.334168285,0.332209229,0.00083971,0.959471941,282.67681880000004,99562.57813
140,855111,2019-01-06 12:40:00,37.98648,-122.57461,Marin,Construction Diversion Failure,Contractor and Construction Manager were onsite working when heavy rainfall overwhelmed the bypass.  Bypass pumping was inadequate for the amount of rain that entered our sewer system.,Yes,,Category 1,225742,100720,100700,125022,18, , ,0.289483428,0.270561785,0.271667182,0.000147521,0.963149548,281.1681519,100225.3438
190,855121,2019-01-06 17:30:00,37.9572,-122.54198999999998,Marin,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,10,0,0,10,6, , ,0.31500306699999997,0.290902913,0.278217733,0.000490904,0.963144362,282.8272705,100419.6016
943,855126,2019-01-07 00:00:00,36.973889,-122.030556,Santa Cruz,"Rainfall Exceeded Design, I and I (Separate CS Only)",Open valve to wetwell of Pasatiempo Golf Course Tertiary treatment plant.  High effluent flows from Scotts Valley WWTP overwhelmed influent wet well at Pasatiempo tertiary treatment plant.,Yes,,Category 2,2000,2000,0,0,6,valve,1,0.456494808,0.407226861,0.38267192200000005,0.0014324189999999999,0.961908221,284.68392939999995,99482.5625
1148,855136,2019-01-06 12:53:00,38.54465,-121.45531000000001,Sacramento,Debris from Lateral, ,Yes,,Category 3,806,806,806,0,8,Clay,110,0.257134795,0.25713405,0.254211128,5.71e-06,0.950210094,278.2391052,100905.3438
1901,855142,2019-01-08 13:45:00,33.828520000000005,-117.766,Orange,Root Intrusion,,No,10.507,Category 1,425,75,75,350,8,VCP,16,0.227279425,0.261527747,0.254155517,1.8899999999999997e-19,0.959160805,282.18304439999997,98998.90625
267,855149,2019-01-06 18:30:00,38.32222,-122.48872,Sonoma,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,112496,0,0,112496, , , ,0.39559626600000003,0.281763792,0.269314706,0.001130581,0.961918533,281.2607727,98710.10938
235,855153,2019-01-06 18:55:00,38.33826,-122.50751000000001,Sonoma,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,346,0,0,346, , , ,0.39791560200000003,0.291163206,0.277859628,0.0010886189999999999,0.963139236,281.4472961,98710.10938
298,855154,2019-01-06 19:17:00,38.30417,-122.48208999999999,Sonoma,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,10734,0,0,10734, , , ,0.42684626600000003,0.329005003,0.31387037,0.001182079,0.961918533,281.8574524,99310.10938
277,855155,2019-01-06 18:30:00,38.3203,-122.48773999999999,Sonoma,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,324837,0,0,324837, , , ,0.42684626600000003,0.329005003,0.31387037,0.001182079,0.961918533,281.8574524,99310.10938
598,855162,2019-01-06 18:38:00,37.544777,-122.302825,San Mateo,"Rainfall Exceeded Design, I and I (Separate CS Only)",We responed to high water alarms during rain event. No overflow during the inspection time. We were on site when the overflow started at 18:38 when the relief tanks filled to capacity.,Yes,,Category 1,5700,0,0,5700,33,cipp,3,0.326016188,0.274927855,0.262478769,0.0009255410000000001,0.960453689,282.8144836,99950.10938
730,855170,2019-01-06 15:00:00,37.457483,-122.22460600000001,San Mateo,Other (specify below),Surcharge,Yes,,Category 1,1008,0,0,1008, , , ,0.25286927800000003,0.26477986600000003,0.254291952,0.00021350400000000002,0.960458815,281.8760986,99851.60156
1802,855179,2019-01-09 10:55:00,34.099926,-118.415259,Los Angeles,Root Intrusion, ,No,20.2119,Category 3,218,218,218,0,8,VCP,90,0.218835652,0.227846235,0.23468987600000002,5.5099999999999995e-24,0.952288806,281.0878601,99039.03125
958,855181,2018-12-19 00:00:00,36.967929999999996,-121.99838999999999,Santa Cruz,Debris-Rags, ,No,31.4446,Category 3,1,1,0,0,6,VCP, ,0.326462328,0.335741639,0.33672162899999997,2.15e-11,0.956653833,284.4134216,100943.1172
354,855228,2019-01-10 08:20:00,40.588246999999996,-122.41576699999999,Shasta,Root Intrusion, ,No,66.4488,Category 3,3,0,3,0,8,VCP,50,0.37253153299999997,0.39007046799999995,0.370617598,1.3300000000000001e-05,0.952008665,280.9120483,97172.8125
852,855236,2019-01-10 16:52:00,37.751290000000004,-122.12401000000001,Alameda,Root Intrusion, ,No,15.8136,Category 1,300,0,150,150,8,VCP, ,0.349655241,0.342335999,0.34437522299999995,1.34e-10,0.960294008,280.49969480000004,100770.0703
449,855246,2019-01-10 07:00:00,37.563201,-122.35201399999998,San Mateo,Root Intrusion,Lateral Tap,No,32.8422,Category 1,1250,0,0,1250,6,vcp,79,0.290744424,0.286798984,0.272595137,5.7699999999999994e-08,0.96201843,281.36224369999996,101028.8125
1829,855256,2019-01-13 09:40:00,34.109401,-118.307846,Los Angeles,Root Intrusion, ,No,14.7973,Category 3,41,41,41,0,8,CON,97,0.23855133399999998,0.214635432,0.22202982,1.3599999999999999e-11,0.951879978,278.3433838,98243.9375
172,855259,2019-01-07 10:00:00,37.98414459,-122.5514213,Marin,Root Intrusion,There was a soft stoppage in the District sewer pipe which surcharged and then cleared itself. Homeowner noticed the paper on the ground and forgot to call the District until later in the day.When the District crews arrive there was nothing overflowing and the ground wasn't stained; just evidence of dirt on the sidewalk which probably came from the area around the manhole.,No,52.9042,Category 3,4,4,0,0,6, , ,0.316777945,0.306409776,0.29259041,6.29e-08,0.9633575679999999,281.06695560000003,100643.0469
1013,855287,2019-01-14 00:00:00,36.542911,-121.876081,Monterey,Pipe Structural Problem/Failure,Tree lifted pipe out of ground,Yes,,Category 2,2008,2008,0,0,6,DIP,50,0.329350084,0.343066841,0.328848422,2.53e-10,0.9618640540000001,283.7409363,98973.875
738,855296,2019-01-10 10:00:00,37.42139,-122.21726000000001,San Mateo,Inappropriate Discharge to CS,"SSO caused by contractor (Anderson Pacific) discharging -without notification to WBSD or proper permit - hydrostatic testing water (non-wastewater) of a new recycled water plant being built at 2900 Sand Hill rd. The flow rate, which was discharged was measured by a downstream flow monitoring unit, was between 70-792gpm between when the District was notified (@ 9:50AM by high water alarm via Smartcover) and the contractor was told to stop discharging - 10:00AM. The discharge flow rate exceeded the capacity of the downstream sections of mainline - causing the SSO.",No,35.7254,Category 3,582,582,0,0,6,vcp, ,0.268163919,0.274668962,0.26156699699999997,2.16e-08,0.961524963,280.57946780000003,100312.0781
807,855304,2019-01-15 08:08:00,37.86825,-122.15696000000001,Contra Costa,Damage by Others Not Related to CS Construction/Maintenance (Specify Below),A failed storm drain washed away the soils under our main and the storm drain then collapsed onto our pipe causing it to break.,Yes,2.4093,Category 1,228,0,0,228,8,VCP,62,0.240012258,0.241212457,0.253101647,4.58e-06,0.961025238,281.12033080000003,99917.35156
393,855358,2019-01-16 00:00:00,38.701285999999996,-122.373397,Napa,Other (specify below),Power failure caused pump motor controls to lock out pump restart upon start of emergency generator and also upon resumption of primary power.,Yes,,Category 1,20000,0,0,20000,0,,1,0.410535634,0.35900223299999995,0.346133769,0.000700474,0.9608283040000001,279.6485291,96627.85938
1715,855361,2019-01-16 00:00:00,35.25887,-120.64906,San Luis Obispo,Root Intrusion, ,No,12.5468,Category 1,2550,0,0,2550,6,VCP, ,0.345228016,0.35485184200000003,0.34198337799999995,3.96e-05,0.9588751790000001,283.2784119,98139.85938
456,855365,2019-01-16 20:40:00,37.92515,-122.34773,Contra Costa,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,11200,0,0,11200, , , ,0.414049059,0.375333965,0.37653216700000003,0.000550747,0.962548673,286.24505619999996,100235.6641
362,855366,2019-01-16 20:25:00,37.610167,-122.398222,San Mateo,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,1275,0,0,1275,16,HDPE,20,0.33848753600000003,0.316374004,0.29877337800000003,0.000472188,0.9630369540000001,286.5770874,100395.6641
547,855369,2019-01-16 22:20:00,38.32905,-122.31826000000001,Napa,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,2580,0,0,2580,8,ACP,53,0.437502205,0.346816897,0.33347067199999997,0.001511097,0.962313414,285.1972961,98669.40625
1681,855370,2019-01-17 00:30:00,38.36507,-120.79763,Amador,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 2,1800,1800,1800,0, , , ,0.34505683200000004,0.268493563,0.279421896,0.000515699,0.969158173,282.66314700000004,95347.49219
551,855372,2019-01-16 22:00:00,38.338770000000004,-122.31536000000001,Napa,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,3245,0,0,3245,6,ACP,61,0.437502205,0.346816897,0.33347067199999997,0.001511097,0.962313414,285.1972961,98669.40625
527,855373,2019-01-16 21:36:00,38.30393,-122.32061000000002,Napa,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,227,0,0,227,15,VCP,17,0.428346932,0.347061038,0.333714813,0.001495838,0.962313414,285.6777649,99253.40625
120,855375,2019-01-16 08:30:00,38.228770000000004,-122.62718000000001,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)","Storm event, system overload",Yes,,Category 1,2975,0,600,2375,21,SDR,2,0.35290166700000003,0.34403976799999997,0.338837922,7.329999999999999e-05,0.964832008,283.267334,99773.29688
532,855376,2019-01-16 19:55:00,38.32932,-122.31976999999999,Napa,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,52,0,0,52,8,ACP,53,0.373765856,0.33444041,0.32697162,0.000637054,0.962304533,284.77630619999996,98963.66406
114,855390,2019-01-16 08:00:00,38.2274,-122.63158999999999,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)",Storm Event,Yes,,Category 1,80,0,0,80,6,VCP, ,0.35290166700000003,0.34403976799999997,0.338837922,7.329999999999999e-05,0.964832008,283.267334,99773.29688
123,855400,2019-01-16 08:30:00,38.22838,-122.62636,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,450,0,0,450,12,SDR, ,0.35290166700000003,0.34403976799999997,0.338837922,7.329999999999999e-05,0.964832008,283.267334,99773.29688
735,855406,2019-01-17 06:20:00,40.153056,-122.22083300000001,Tehama,Pump Station Failure-Mechanical, ,No,57.6623,Category 2,5070,5070,0,0, , , ,0.388229579,0.386499703,0.365297616,7.75e-05,0.953550875,283.30654910000004,97699.96875
102,855407,2019-01-16 08:20:00,38.23,-122.64131,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)",storm event,Yes,,Category 1,200,0,0,200,16,SDR,5,0.35290166700000003,0.34403976799999997,0.338837922,7.329999999999999e-05,0.964832008,283.267334,99773.29688
565,855410,2019-01-16 16:45:00,37.91735,-122.31336,Contra Costa,Grease Deposition (FOG),Heavy rains and partial blockage due to grease,Yes,,Category 1,4250,0,0,4250,6,VCP, ,0.396174669,0.37389081700000004,0.375334561,1.1599999999999999e-05,0.962539852,284.9622192,100419.4063
260,855414,2019-01-16 17:02:00,38.32208,-122.48903,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,1998,0,0,1998, , , ,0.332087755,0.313710153,0.307219326,8.4e-05,0.963028133,284.0110474,98995.40625
1798,855416,2019-01-08 13:15:00,34.0728,-118.44212900000001,Los Angeles,Other (specify below),Constantly running urinal overflowed,No,21.1927,Category 3,15,15,15,0, , , ,0.237716436,0.229850501,0.235356703,1.67e-12,0.952080727,281.98382569999995,98950.90625
1794,855419,2019-01-17 14:00:00,34.062462,-118.45021499999999,Los Angeles,Other (specify below),Unknown stoppage,No,75.4843,Category 3,50,50,50,0, , , ,0.387368441,0.28830090199999997,0.294119179,0.00097394,0.952592075,286.51000980000003,98928.03125
1778,855422,2019-01-09 15:30:00,34.15327661,-118.79927909999999,Los Angeles,Other (specify below),Roots and Rags,No,22.2272,Category 1,650,0,0,650, , , ,0.178688928,0.215557188,0.208588809,1.6100000000000002e-24,0.9547199609999999,284.23773189999997,98857.98438
276,855424,2019-01-16 17:53:00,38.32031,-122.48773999999999,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,16810,0,0,16810, , , ,0.367610216,0.357411325,0.34896737299999997,5.7700000000000007e-05,0.963272274,284.3059692,99587.40625
268,855426,2019-01-16 19:28:00,38.32226,-122.48865,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,15168,0,0,15168, , , ,0.35606566100000003,0.315885723,0.308661073,0.0006837839999999999,0.963281095,284.6630249,98843.66406
1707,855427,2019-01-17 00:00:00,35.29128,-120.67200000000001,San Luis Obispo,Flow Exceeded Capacity (Separate CS Only),Spill was caused by the rain event that occurred on the night of 1/16-1/17.  I/I entered the collection system causing the mainline to become over its intended capacity.,Yes,,Category 1,12000,0,0,12000, ,VCP, ,0.39522773,0.360900789,0.34692677899999996,0.000869274,0.959148407,286.5918579,98627.49219
308,855429,2019-01-16 20:17:00,38.30597,-122.47771999999999,Sonoma,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,16452,0,0,16452, , , ,0.39268675399999997,0.359708965,0.35040912,0.000705004,0.963281095,285.25286869999996,99435.66406
788,855430,2019-01-17 05:00:00,38.51533,-122.19133000000001,Napa,Pump Station Failure-Power,"PGE power failure during the storm and subsequent power quality issues once power was restored, caused the failure of a fuse in the generator.  Emergency power was available, but with fuse blown, generator could not run and Lift Station 2 became inundated.",Yes,,Category 1,5000,0,0,5000,0,,50,0.41843587200000004,0.354851931,0.33231499800000003,0.001027584,0.9601338509999999,285.5126648,97909.04688
606,855433,2019-01-16 15:00:00,38.00744,-122.29978999999999,Contra Costa,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,,Category 1,8500,0,0,8500, , , ,0.28057408300000003,0.25413984100000003,0.266203701,1.13e-05,0.96205157,285.0169067,100339.4063
597,855446,2019-01-16 21:25:00,37.544777,-122.302825,San Mateo,"Rainfall Exceeded Design, I and I (Separate CS Only)",We respond to high water smartcover alarms during rain event. No overflow during fist inspections of alarms. Noticed overflow upon second inspection.,Yes,,Category 1,24750,0,0,24750,33,cipp,3,0.385011971,0.32215869399999997,0.304051727,0.0008845330000000001,0.962069273,286.5644836,99677.40625
959,855457,2018-12-20 09:00:00,37.345279999999995,-121.99753999999999,Santa Clara,Root Intrusion, ,No,20.0943,Category 3,700,700,700,0,12,VCP,50,0.25859338,0.302084863,0.29297477,0.0,0.9545013309999999,277.5271606,98922.625
1751,855473,2019-01-16 00:00:00,34.423159999999996,-119.72788,Santa Barbara,Root Intrusion,Root mass separated from pipe and travelled downstream to the spill pipe,No,43.1947,Category 3,525,0,525,0,8,VCP,60,0.299434841,0.281047702,0.267813385,1.68e-07,0.9569462540000001,281.5828247,96629.28906
1768,855474,2019-01-17 10:00:00,34.28197,-119.30645,Ventura,Other (specify below),"Flooding at Ventura RV park resulted in expedited removal of RVs, leaving RV Space sewer disposal connections open with caps removed.  Excessive inflow triggered pump station at maximum continuous discharge in to the CSA 29 sewer system, and ultimately exceeding the hydraulic capacity of the downstream junction structure where CSA 29 discharges to City of Ventura's sewer collection system.",Yes,,Category 1,4500,0,0,4500, , ,39,0.33740142,0.231705338,0.216805816,0.000772715,0.9550245999999999,286.7269897,99772.23438
169,855475,2019-01-17 10:00:00,37.90299,-122.55373999999999,Marin,Grease Deposition (FOG), ,Yes,,Category 3,500,500,0,0,6,Clay, ,0.360350639,0.360306412,0.33887612799999994,3.33e-07,0.964301944,285.24066160000007,100356.2344
505,855477,2019-01-16 19:55:00,37.916779999999996,-122.32687,Contra Costa,Flow Exceeded Capacity (Separate CS Only), ,Yes,,Category 1,16250,0,0,16250, , , ,0.414049059,0.375333965,0.37653216700000003,0.000550747,0.962548673,286.24505619999996,100235.6641
1939,855478,2019-01-21 00:00:00,33.361919,-117.24985600000001,San Diego,Pipe Structural Problem/Failure, ,No,18.1547,Category 1,5100,0,1800,3300,10,PVC, ,0.172064424,0.205122396,0.201867923,6.94e-06,0.956276,285.73379520000003,97968.90625
1783,855484,2019-01-20 11:35:00,34.051608,-118.524924,Los Angeles,Root Intrusion, ,No,37.1407,Category 3,122,122,122,0,8,VCP,71,0.291960835,0.327833384,0.31343936899999997,1.38e-08,0.9540166259999999,283.55523680000005,100583.875
777,855500,2018-12-18 13:10:00,37.472772,-122.19486699999999,San Mateo,Other (specify below),Roots and toilet paper,No,15.1161,Category 3,232,232,162,0, , , ,0.22068488600000002,0.25406724199999997,0.242741331,0.0,0.9559051390000001,278.2485352,100662.5547
1140,855502,2019-01-16 22:30:00,38.559259999999995,-121.4625,Sacramento,Root Intrusion, ,Yes,,Category 3,254,254,0,0,8,VCP,96,0.33728247899999997,0.29359424100000003,0.283665985,0.000675678,0.956209898,286.2519836,100605.4063
1940,855504,2018-12-01 10:15:00,32.869721999999996,-117.246389,San Diego,Debris from Lateral, ,No,12.2986,Category 3,21,21,0,0, , , ,0.165833235,0.190465912,0.186290115,2.96e-08,0.9521743659999999,282.91333010000005,100489.1016
1850,855523,2019-01-17 07:30:00,34.16505,-118.20635,Los Angeles,Root Intrusion, ,No,79.1676,Category 1,11025,1854,1854,9171,10,VCP,81,0.33891317200000004,0.23855048399999998,0.24640113100000002,0.000379801,0.949400485,284.76358030000006,95811.96875
323,855549,2019-01-16 14:15:00,37.8886,-122.46806000000001,Marin,Root Intrusion,Roots and other debris,No,26.7912,Category 3,75,75,0,0,6,clay,45,0.33792397399999996,0.298252046,0.31140980100000004,2.27e-05,0.9635075329999999,284.7583313,100437.8125
